mes,temperatura_c,umidade_relativa,velocidade_vento_kmh,precipitacao_mm,dias_sem_chuva,ndvi,indice_fwi,latitude,longitude,altitude_m,tipo_cobertura,ocorrencia_foco
6,33.0,34.2,2.4,1.5,16,0.101,21.2,-2.9294,-72.201,537.0,urbano,1
9,28.5,35.3,11.8,3.2,13,0.401,20.0,-25.1977,-37.3091,259.0,agricultura,1
6,29.1,52.7,2.8,1.2,14,0.511,17.2,-14.1749,-64.8884,111.0,cerrado,0
5,30.7,31.9,33.6,4.0,8,0.501,25.2,3.7747,-57.7472,194.0,agricultura,1
1,29.9,63.2,10.2,3.2,6,0.441,14.7,0.8049,-69.503,1514.0,agricultura,0
6,31.7,40.7,20.2,0.3,15,0.366,25.2,-9.8376,-60.6189,338.0,agricultura,1
10,25.4,73.9,3.4,2.6,4,0.524,9.0,-27.0363,-43.5518,572.0,pastagem,0
8,33.2,36.4,15.6,0.7,17,0.561,25.7,-18.3267,-71.8805,229.0,agricultura,1
11,23.4,69.9,23.1,0.6,2,0.733,13.7,-23.9901,-56.065,93.0,floresta,0
2,29.7,39.5,16.5,1.6,5,0.837,18.0,-7.3083,-49.3685,344.0,floresta,1
1,32.5,40.6,19.1,0.2,6,0.525,20.7,-4.0748,-62.5388,900.0,pastagem,1
7,32.7,10.6,14.6,0.1,12,0.59,24.6,-9.2816,-41.1517,152.0,floresta,1
3,27.2,69.4,7.9,3.8,3,0.831,10.7,-9.8893,-73.8533,93.0,floresta,0
8,34.5,46.1,5.2,0.9,17,0.775,22.4,-21.1062,-56.9143,104.0,floresta,1
11,19.9,70.8,5.9,29.3,5,0.349,2.7,-15.8038,-39.9206,195.0,cerrado,0
5,35.1,29.9,34.2,0.5,14,0.531,31.1,4.3328,-69.3339,420.0,pastagem,1
7,45.4,31.2,12.8,1.0,16,0.206,30.1,1.5442,-66.32,211.0,urbano,1
9,32.5,36.5,24.6,2.1,15,0.422,26.8,-5.9118,-47.7923,546.0,cerrado,1
2,27.5,77.3,6.9,14.1,4,0.482,8.5,-0.0392,-61.4203,372.0,pastagem,0
11,31.0,80.3,18.4,18.8,4,0.514,12.3,-6.0947,-64.1212,190.0,agricultura,0
3,34.6,69.5,4.9,7.1,1,0.543,11.5,-8.7183,-53.1167,1679.0,agricultura,0
10,31.9,64.0,9.0,4.9,5,0.395,14.3,-4.234,-48.7165,290.0,cerrado,0
8,24.4,54.0,7.6,0.7,9,0.476,14.1,-23.6122,-45.3968,277.0,agricultura,0
2,30.3,56.9,31.6,6.2,5,0.422,20.6,3.6354,-58.7149,381.0,agricultura,1
9,43.3,33.3,5.6,5.3,11,0.487,23.5,-16.5007,-50.4341,383.0,agricultura,1
3,30.5,58.5,17.0,6.0,9,0.414,18.3,-31.3251,-37.2831,399.0,cerrado,0
8,28.4,26.3,14.9,2.6,9,0.411,19.6,-25.8747,-35.9813,449.0,agricultura,1
12,29.1,57.9,3.7,12.6,5,0.623,10.4,-7.8381,-48.6994,1050.0,agricultura,0
12,22.9,46.6,24.8,8.0,1,0.643,13.6,-7.7394,-52.4833,701.0,cerrado,0
11,32.9,72.3,26.8,9.5,5,0.528,18.7,-12.4029,-44.3032,341.0,pastagem,0
6,29.2,44.5,12.8,2.3,13,0.898,20.1,-13.9199,-37.6586,1014.0,floresta,0
7,33.3,55.2,11.3,0.4,13,0.4,21.2,-8.9146,-64.9987,206.0,cerrado,1
4,24.6,40.4,2.0,6.3,4,0.775,9.8,-5.5839,-59.0947,234.0,floresta,0
12,25.8,82.8,3.2,7.1,2,0.8,6.6,-25.3293,-73.1118,1102.0,floresta,0
6,38.9,19.1,8.8,0.7,11,0.749,24.4,-25.1883,-35.3086,1531.0,floresta,1
10,28.4,45.6,5.0,6.8,2,0.051,11.0,-31.6239,-41.2961,274.0,urbano,0
5,30.8,30.6,20.2,1.1,12,0.851,23.8,-10.0497,-70.938,483.0,floresta,0
9,28.4,53.7,3.0,6.6,10,0.829,13.9,-18.8184,-39.2393,143.0,floresta,0
3,20.5,62.7,2.8,15.5,6,0.45,5.8,2.5885,-45.7045,90.0,agricultura,0
9,28.0,35.1,15.9,2.0,15,0.518,22.3,-20.2602,-39.4909,463.0,pastagem,1
1,28.4,50.5,14.1,16.2,2,0.46,11.5,-11.5339,-39.955,236.0,pastagem,1
2,31.9,43.5,12.2,0.7,3,0.551,16.6,-19.8533,-64.0998,100.0,agricultura,1
5,30.8,51.6,18.4,0.1,14,0.377,23.0,-19.4636,-62.3324,721.0,pastagem,1
6,39.3,47.6,6.5,4.0,13,0.469,22.2,-19.2111,-60.4741,729.0,pastagem,1
9,30.1,54.2,7.9,2.7,13,0.57,18.3,-9.8098,-46.1821,918.0,cerrado,0
5,32.0,42.8,13.8,2.5,25,0.431,27.8,-19.0714,-47.6032,116.0,pastagem,1
1,23.7,28.3,12.8,2.6,1,0.286,12.7,-27.3812,-54.4783,419.0,agricultura,0
4,32.0,45.1,5.4,0.5,4,0.564,15.0,-26.7293,-52.2291,226.0,cerrado,1
6,41.4,43.6,22.5,2.5,10,0.799,27.1,-12.9657,-55.9642,168.0,floresta,1
7,26.0,33.6,3.8,0.3,11,0.474,16.2,-16.5082,-61.0032,756.0,cerrado,1
8,31.6,31.3,8.4,2.9,20,0.596,24.2,0.1713,-41.4369,450.0,cerrado,0
3,33.1,46.8,4.0,1.1,3,0.8,14.3,-31.4036,-51.1469,377.0,floresta,0
8,27.2,49.4,43.9,2.0,10,0.483,26.8,-22.9361,-43.3747,813.0,pastagem,1
8,35.3,43.5,11.5,0.4,19,0.47,25.9,-6.7024,-67.6341,390.0,agricultura,1
10,32.9,66.0,4.7,12.2,8,0.643,13.4,-6.9973,-64.1349,169.0,floresta,0
7,33.3,30.4,7.7,2.4,13,0.315,21.4,-30.09,-57.7818,73.0,pastagem,1
10,30.2,62.1,13.7,6.2,1,0.605,12.9,-23.6197,-65.0251,456.0,cerrado,0
3,35.0,43.9,20.1,1.8,1,0.362,19.1,-24.3381,-49.5899,138.0,pastagem,1
9,40.8,36.4,5.2,0.2,17,0.716,26.1,3.4585,-45.4245,329.0,floresta,1
1,27.8,29.7,27.7,8.2,6,0.267,20.3,1.9926,-64.9175,355.0,urbano,1
2,25.9,41.2,11.2,2.7,0,0.609,11.8,4.3138,-73.4774,875.0,floresta,0
11,24.3,56.1,16.0,5.8,1,0.371,11.4,-27.4366,-49.7345,141.0,agricultura,0
6,36.9,66.5,7.2,1.6,11,0.843,19.5,-6.5748,-34.7537,566.0,floresta,0
8,27.5,16.4,14.4,1.5,14,0.507,22.5,-13.1386,-60.9075,500.0,agricultura,1
8,32.0,23.1,6.8,1.5,17,0.391,23.2,-4.448,-48.6272,497.0,cerrado,1
9,33.4,40.6,8.0,0.4,15,0.465,22.3,-24.9621,-72.0821,552.0,agricultura,1
3,26.0,81.2,20.6,10.3,1,0.514,10.9,-31.8692,-51.2479,371.0,agricultura,0
3,29.1,62.4,15.4,10.0,6,0.112,14.6,-28.6966,-51.5996,630.0,urbano,1
1,38.3,68.4,8.7,2.3,3,0.384,16.3,-13.7902,-51.3091,32.0,agricultura,0
11,27.5,55.9,19.9,1.8,1,0.415,14.8,4.224,-54.5705,621.0,cerrado,0
3,26.3,53.9,13.3,7.8,2,0.618,11.7,-31.6692,-55.9784,926.0,cerrado,0
7,37.1,39.0,1.6,0.3,12,0.283,20.6,-10.6832,-39.4031,1997.0,urbano,0
6,34.0,30.1,10.0,2.4,8,0.56,19.9,-25.4935,-73.4694,1506.0,agricultura,0
2,33.8,68.7,20.3,19.6,3,0.549,14.3,-30.2506,-59.0119,174.0,pastagem,0
5,33.7,18.7,33.5,3.1,7,0.652,27.0,-9.29,-57.3325,348.0,cerrado,1
1,27.0,70.7,4.3,20.5,7,0.659,8.1,-18.755,-40.8467,337.0,floresta,0
3,20.9,60.5,19.4,5.8,4,0.63,12.1,-4.758,-58.4138,1392.0,cerrado,0
2,21.5,57.4,11.1,5.8,2,0.559,9.1,-18.991,-70.4287,1427.0,cerrado,0
10,20.7,40.3,3.7,6.5,2,0.652,7.5,-29.1968,-69.0985,864.0,agricultura,0
7,34.5,26.2,4.0,2.6,14,0.821,21.6,-5.1559,-69.1867,393.0,cerrado,1
12,22.6,74.4,4.5,8.2,0,0.534,4.9,-8.1827,-49.8454,389.0,cerrado,1
6,38.0,35.5,2.6,0.6,13,0.756,22.1,1.3247,-52.7944,988.0,floresta,1
3,28.1,63.3,3.4,5.3,3,0.749,9.9,-6.5318,-64.0271,229.0,floresta,0
8,32.0,27.4,11.5,4.6,19,0.506,24.8,-32.5126,-66.4425,827.0,agricultura,1
12,24.6,59.7,1.6,1.4,6,0.799,10.4,-1.4992,-37.618,123.0,floresta,0
7,35.5,21.5,5.2,1.6,8,0.411,20.0,-11.983,-50.5622,207.0,urbano,1
1,24.8,61.2,8.1,5.1,1,0.791,9.0,-32.5648,-40.2665,1255.0,floresta,0
4,24.1,64.4,5.3,5.8,2,0.466,8.0,-2.5106,-63.4179,655.0,agricultura,0
12,32.8,63.8,3.0,2.5,7,0.781,14.4,-3.7192,-55.0126,378.0,floresta,0
7,34.4,27.2,10.9,1.5,12,0.384,22.8,4.9866,-63.7203,362.0,pastagem,1
12,27.1,55.9,5.2,2.1,6,0.366,12.6,-14.6568,-67.6171,118.0,agricultura,0
7,35.6,44.4,5.5,5.9,12,0.538,19.6,-3.4068,-58.4323,427.0,cerrado,1
1,28.0,57.5,9.6,12.6,4,0.637,11.2,-5.8977,-73.8756,1383.0,pastagem,0
11,29.5,56.6,16.9,13.2,3,0.571,13.5,-14.1873,-38.4018,396.0,agricultura,0
10,24.7,82.8,6.3,25.4,6,0.742,5.4,-26.3915,-56.0059,145.0,floresta,0
9,41.3,26.6,6.6,3.0,22,0.478,29.4,-16.1241,-69.0569,64.0,pastagem,1
12,25.7,73.0,3.5,10.0,1,0.651,6.3,-27.0587,-55.3204,207.0,pastagem,0
3,34.2,46.1,20.2,0.9,11,0.516,23.8,-21.4242,-39.1791,567.0,agricultura,1
11,27.2,67.9,11.0,6.7,6,0.479,12.7,0.1589,-35.7065,218.0,cerrado,0
3,31.2,68.5,19.3,34.4,0,0.455,8.4,-23.3676,-73.9302,340.0,pastagem,0
12,30.9,53.9,21.5,10.8,4,0.251,16.7,-1.5932,-35.0115,912.0,urbano,0
3,32.6,45.4,6.2,10.1,5,0.483,14.1,-31.7706,-61.0558,292.0,pastagem,0
7,29.6,14.4,18.3,4.2,10,0.896,22.2,-14.4365,-45.72,1046.0,floresta,1
10,32.3,52.6,11.8,0.2,7,0.788,18.1,-4.8504,-43.8893,200.0,floresta,0
1,35.4,66.3,6.7,2.7,1,0.363,13.5,-0.1105,-37.7413,498.0,cerrado,0
1,27.0,47.1,5.9,4.1,0,0.588,10.0,-32.0442,-57.6099,428.0,cerrado,0
11,28.1,61.2,10.8,11.2,4,0.582,11.6,-2.7392,-43.3485,248.0,cerrado,0
1,25.9,42.3,12.8,0.7,8,0.577,16.6,0.8693,-46.5903,446.0,cerrado,0
8,31.6,35.2,1.2,1.1,15,0.132,19.6,-27.1671,-60.984,1229.0,urbano,0
12,34.8,46.2,7.6,5.5,3,0.659,15.4,-31.0112,-40.9543,430.0,agricultura,0
8,29.0,37.1,12.4,3.7,11,0.693,19.2,-25.2383,-38.3283,815.0,floresta,0
6,29.2,32.0,14.6,0.9,8,0.472,19.4,-23.9995,-51.3254,466.0,cerrado,0
6,39.4,23.7,9.6,1.3,6,0.432,21.9,-25.7687,-41.2355,72.0,pastagem,1
8,35.5,30.1,14.3,0.4,10,0.886,23.3,-10.5533,-49.0069,243.0,floresta,0
7,41.5,26.8,5.9,1.2,13,0.89,25.1,-23.3844,-42.435,199.0,floresta,1
7,31.2,22.2,14.0,1.8,15,0.251,24.1,-5.5907,-49.2738,48.0,urbano,1
2,28.5,73.0,12.7,0.6,3,0.571,13.1,-13.4274,-46.2804,587.0,agricultura,0
8,30.4,33.7,21.2,5.9,15,0.396,24.3,-15.656,-72.4969,294.0,agricultura,1
9,33.6,11.6,28.7,1.4,10,0.364,27.9,-0.0161,-70.1452,60.0,agricultura,1
9,25.9,30.5,21.6,0.8,6,0.42,19.1,-10.3604,-57.4614,101.0,pastagem,1
1,30.7,71.0,8.7,5.7,2,0.571,11.6,-22.9515,-42.4247,723.0,agricultura,0
9,34.3,28.9,3.7,4.6,11,0.523,19.4,-29.6034,-71.4527,190.0,pastagem,1
9,32.8,56.0,5.2,2.8,24,0.48,24.1,-12.5272,-73.4534,296.0,cerrado,1
3,26.4,49.7,28.2,5.2,3,0.702,17.6,-4.6002,-65.277,449.0,floresta,0
11,24.4,66.0,11.2,7.6,2,0.543,9.5,-7.3811,-39.5868,1305.0,pastagem,0
7,35.9,50.4,13.0,3.6,11,0.795,21.6,-2.4151,-38.5136,1379.0,floresta,0
6,28.3,43.4,19.3,4.6,13,0.334,21.3,-3.4133,-62.2249,511.0,agricultura,1
9,35.0,21.5,10.7,1.7,8,0.36,21.4,-13.258,-46.7275,537.0,pastagem,1
7,41.3,26.7,23.9,1.0,10,0.239,28.9,-22.9388,-45.8638,348.0,urbano,1
7,38.9,52.0,3.3,1.6,6,0.455,17.8,-1.6638,-73.9628,768.0,cerrado,0
4,22.0,50.3,15.1,12.3,4,0.471,10.7,-16.2916,-59.035,72.0,cerrado,0
12,25.9,71.7,34.1,4.8,3,0.474,17.6,-27.7172,-67.9964,331.0,cerrado,0
12,29.7,54.8,25.2,2.5,5,0.62,19.3,0.9352,-60.1536,465.0,cerrado,0
2,27.7,61.7,26.2,0.4,2,0.549,17.2,-25.1884,-63.3913,594.0,cerrado,0
9,27.4,21.4,3.0,1.8,12,0.914,17.6,-26.67,-70.9485,328.0,floresta,1
1,29.5,52.7,12.5,0.2,5,0.466,16.1,-25.7425,-34.5586,1277.0,agricultura,0
5,33.0,27.5,9.7,0.4,12,0.763,22.0,-25.1009,-53.9541,667.0,floresta,1
12,35.7,62.7,5.2,2.7,6,0.527,15.9,-22.4807,-68.1992,571.0,agricultura,0
3,27.0,61.1,12.7,12.5,3,0.5,10.9,-11.4859,-64.624,304.0,cerrado,0
5,37.7,43.6,3.8,0.4,12,0.422,21.2,-24.9106,-72.5282,238.0,cerrado,0
3,22.9,54.1,14.3,2.6,1,0.172,11.0,-0.1393,-61.9972,1134.0,urbano,0
9,28.9,26.8,4.9,3.2,14,0.44,19.2,-16.6685,-71.4232,136.0,agricultura,1
6,35.9,40.2,13.7,1.1,11,0.54,23.0,-15.0359,-64.0972,440.0,cerrado,1
8,37.3,25.6,5.4,1.8,10,0.502,21.5,-6.776,-56.586,91.0,cerrado,1
12,24.2,72.9,8.3,0.7,6,0.816,11.4,-30.8597,-47.1331,442.0,floresta,0
7,33.1,36.6,7.7,0.3,17,0.422,23.3,-21.0117,-40.6991,647.0,pastagem,1
9,27.5,34.1,9.6,1.5,11,0.321,18.3,-6.9219,-71.7962,813.0,pastagem,1
2,27.3,65.5,10.3,5.8,3,0.45,11.4,-18.4364,-64.135,1625.0,agricultura,0
3,31.3,59.1,7.7,6.4,4,0.454,13.2,-29.4765,-68.5744,235.0,cerrado,1
12,26.3,40.1,4.4,14.8,2,0.934,8.6,-14.349,-60.0759,793.0,floresta,0
11,27.0,47.3,22.2,2.5,3,0.784,16.8,-24.7382,-66.947,418.0,floresta,0
8,28.5,50.7,10.7,0.1,12,0.253,18.7,0.507,-64.5921,1009.0,urbano,0
5,30.4,39.0,12.9,3.3,14,0.192,21.4,-28.4727,-37.3001,371.0,urbano,0
3,35.0,39.8,7.7,6.8,6,0.697,17.2,-30.113,-48.3433,248.0,cerrado,1
11,28.3,64.2,44.8,10.3,7,0.349,23.4,-11.719,-39.3399,1360.0,pastagem,1
10,24.0,53.3,11.4,6.7,6,0.437,12.4,-25.3777,-52.2597,945.0,agricultura,0
3,26.7,49.5,23.0,2.9,11,0.639,20.6,-0.3334,-41.2085,380.0,cerrado,0
8,26.6,24.3,8.4,0.9,10,0.159,17.9,-26.239,-60.0125,260.0,urbano,1
8,28.9,50.0,15.5,0.6,11,0.44,19.8,-14.994,-64.2218,223.0,agricultura,0
6,38.4,14.4,9.3,5.1,17,0.455,26.8,-4.4338,-52.048,723.0,agricultura,1
12,27.4,49.9,20.5,30.7,4,0.605,11.1,-31.0678,-36.3143,1047.0,pastagem,0
2,35.6,61.4,7.0,9.2,2,0.944,13.2,4.9868,-40.598,674.0,floresta,0
4,27.6,78.9,4.0,4.1,2,0.813,8.5,-3.8487,-64.2743,566.0,floresta,0
2,27.9,66.6,12.8,2.4,5,0.516,14.0,-20.2346,-35.8111,199.0,agricultura,0
9,35.6,27.8,21.5,2.4,5,0.613,22.8,-15.0954,-53.0004,121.0,cerrado,1
8,22.3,56.4,9.5,0.2,9,0.581,13.6,-27.0844,-57.1623,170.0,cerrado,0
12,28.8,43.7,6.9,8.9,3,0.514,11.9,-18.04,-62.4732,677.0,agricultura,0
7,32.8,41.2,3.3,0.7,12,0.744,19.0,-21.0457,-48.9151,274.0,floresta,0
2,33.9,65.9,21.7,20.7,2,0.401,14.3,-21.3161,-50.8459,224.0,pastagem,0
6,36.9,27.4,5.0,3.4,11,0.49,21.3,-3.7141,-40.9994,413.0,pastagem,1
2,23.5,68.4,7.6,0.6,5,0.791,10.7,-2.5461,-37.4092,1129.0,floresta,0
9,38.0,31.8,7.5,3.9,10,0.897,21.6,-19.0886,-44.1415,107.0,floresta,1
9,32.0,46.3,10.1,0.6,9,0.529,18.8,-28.5905,-66.6001,342.0,cerrado,1
11,24.4,37.9,15.4,12.8,3,0.476,12.1,-31.3534,-68.7016,572.0,cerrado,0
5,33.8,42.0,36.4,1.5,12,0.663,29.1,3.1616,-52.5573,66.0,floresta,1
4,27.2,55.1,13.2,5.3,1,0.439,12.0,-29.0796,-67.8562,808.0,agricultura,1
1,34.2,73.8,3.3,5.8,7,0.085,13.8,-8.1681,-49.3158,775.0,urbano,0
5,34.4,37.5,9.7,1.5,10,0.872,20.7,-29.5632,-67.5338,428.0,floresta,0
6,33.8,53.0,13.4,0.4,15,0.416,23.2,-2.8372,-64.7102,224.0,pastagem,0
10,31.6,66.1,24.1,20.8,7,0.489,16.4,-19.2947,-70.6513,2068.0,cerrado,0
10,32.4,58.5,22.3,9.2,1,0.588,16.1,-20.4843,-40.5161,463.0,cerrado,0
2,31.1,69.5,9.4,0.9,4,0.356,14.0,-32.0609,-50.4179,75.0,urbano,0
4,33.7,69.5,11.1,2.6,4,0.746,15.4,3.6518,-60.1409,248.0,floresta,0
7,35.4,43.7,12.3,6.3,13,0.109,22.1,-14.6022,-58.1328,427.0,urbano,0
5,33.7,10.5,11.2,0.2,9,0.518,22.5,-27.3156,-68.6131,66.0,cerrado,1
1,33.0,48.2,9.7,8.9,4,0.301,14.8,-28.1656,-40.082,185.0,pastagem,0
11,27.6,76.6,29.2,1.2,5,0.241,18.3,-7.1075,-61.7965,178.0,urbano,0
9,33.1,22.9,5.9,0.6,10,0.496,20.2,-25.1117,-71.1497,371.0,pastagem,1
7,39.9,48.6,19.7,1.5,12,0.465,26.4,-14.166,-59.6337,157.0,agricultura,1
4,34.5,68.5,17.2,8.1,5,0.69,17.0,-25.6434,-64.2782,382.0,floresta,0
11,28.0,51.3,9.4,6.0,3,0.642,12.4,-18.4289,-57.6965,734.0,pastagem,0
1,26.2,36.1,5.6,20.2,4,0.452,9.2,-3.8965,-39.5886,1712.0,cerrado,0
6,38.9,31.2,10.6,3.1,13,0.49,24.6,-31.9458,-44.2039,198.0,cerrado,0
10,31.2,84.9,15.9,15.6,3,0.553,11.5,-24.3185,-64.254,427.0,cerrado,0
12,29.3,49.6,0.4,4.7,2,0.519,10.1,2.0122,-61.1444,331.0,pastagem,0
4,26.7,50.5,3.7,10.8,9,0.438,12.2,-7.9609,-56.6766,515.0,pastagem,0
8,34.3,26.0,0.8,4.7,16,0.783,21.2,0.5696,-67.5408,140.0,floresta,1
3,27.9,74.6,13.0,7.4,6,0.549,13.0,-32.0775,-62.5997,814.0,agricultura,0
2,25.3,57.1,12.5,7.2,7,0.806,13.5,0.3599,-61.6624,966.0,cerrado,0
5,33.5,30.5,4.1,2.6,18,0.404,22.9,-3.3093,-66.445,628.0,pastagem,1
11,29.1,77.0,5.2,8.7,5,0.459,10.3,-28.2172,-63.0637,181.0,agricultura,0
9,31.5,45.0,12.0,2.3,16,0.541,22.4,-16.1823,-57.0132,1163.0,cerrado,1
6,36.6,27.0,2.4,3.6,14,0.504,21.8,-18.2687,-40.0882,380.0,pastagem,1
4,33.2,45.3,16.6,4.6,7,0.702,19.5,-0.167,-46.8007,1176.0,agricultura,0
2,31.9,73.9,8.6,19.0,5,0.441,10.7,-7.815,-71.3213,353.0,pastagem,0
4,26.9,60.2,10.1,0.1,3,0.244,12.6,-4.9451,-53.6651,286.0,urbano,0
2,31.0,41.4,10.8,10.6,1,0.607,12.9,1.7307,-64.6065,203.0,floresta,0
3,28.3,38.6,3.4,18.1,4,0.555,9.7,-21.099,-73.9492,107.0,cerrado,0
9,28.1,24.6,10.8,0.8,16,0.449,22.2,-30.4067,-51.3812,838.0,pastagem,1
2,30.7,45.1,15.2,3.4,6,0.532,17.8,-16.4525,-66.0355,233.0,pastagem,1
1,28.6,35.4,5.7,19.4,5,0.509,11.0,2.6991,-48.1209,753.0,cerrado,1
7,43.4,24.8,5.2,3.2,8,0.452,23.0,-7.3297,-63.5718,55.0,cerrado,1
4,33.8,49.0,34.9,11.2,4,0.518,22.3,-31.6158,-64.3165,110.0,agricultura,0
6,35.8,32.4,4.7,1.3,15,0.375,22.8,4.3953,-50.3672,866.0,agricultura,1
2,29.0,80.3,7.3,3.9,6,0.386,12.1,-12.4828,-50.3737,344.0,pastagem,0
3,28.7,56.8,25.8,4.4,7,0.504,19.5,-17.9486,-40.0498,568.0,agricultura,0
6,29.0,36.0,2.2,1.2,16,0.258,19.2,-14.2075,-66.0672,451.0,pastagem,0
9,26.0,44.1,9.2,1.3,9,0.48,15.9,-12.5892,-34.5223,165.0,agricultura,1
5,29.5,35.2,15.0,2.9,17,0.906,23.5,1.9685,-59.2294,608.0,floresta,0
7,32.8,42.8,9.6,1.1,14,0.071,21.7,-19.1817,-35.2008,161.0,urbano,1
7,24.6,41.4,1.8,0.4,14,0.445,15.9,-7.8515,-67.7845,1249.0,agricultura,1
4,25.8,61.5,3.7,17.3,5,0.547,7.7,-28.6473,-35.8914,656.0,agricultura,0
4,27.0,93.2,1.5,2.5,4,0.565,7.8,-16.8862,-35.4362,982.0,agricultura,0
6,32.1,48.9,8.7,1.0,15,0.505,21.2,2.2953,-62.3835,166.0,agricultura,1
1,25.4,47.0,13.4,0.7,3,0.765,13.8,-3.9986,-65.8736,273.0,floresta,0
9,31.6,42.4,5.7,2.2,6,0.632,15.8,2.3156,-49.8803,906.0,agricultura,1
8,39.9,28.5,7.7,0.7,20,0.797,28.4,-28.1074,-68.5078,201.0,floresta,1
4,30.6,65.4,7.7,1.2,3,0.415,13.0,-15.2756,-62.195,625.0,agricultura,0
5,30.8,21.5,23.0,4.0,17,0.46,27.2,-13.0613,-34.6828,316.0,pastagem,1
4,27.7,46.7,11.9,24.1,3,0.539,9.7,-29.421,-43.4019,1212.0,cerrado,0
8,32.9,42.1,10.8,0.9,16,0.515,23.2,-13.2079,-42.1599,46.0,cerrado,1
10,24.9,72.0,20.5,10.7,11,0.416,16.0,-18.5732,-39.062,1544.0,cerrado,0
2,24.9,66.0,2.8,7.9,7,0.499,9.6,-32.6591,-46.4249,312.0,agricultura,0
5,37.0,48.2,11.8,2.0,15,0.547,24.2,-28.8541,-45.3345,184.0,agricultura,1
1,26.3,64.5,6.5,1.1,6,0.61,12.3,-14.4394,-44.6986,256.0,cerrado,0
6,28.6,40.1,25.1,2.1,13,0.551,23.9,-28.8825,-58.3421,390.0,cerrado,1
3,27.8,54.0,20.6,11.1,6,0.783,16.0,-17.8258,-69.994,702.0,floresta,0
5,33.5,47.8,6.5,8.9,14,0.505,19.1,4.5258,-49.5997,1934.0,cerrado,0
6,25.1,50.3,8.1,0.1,11,0.527,15.9,-16.2912,-42.004,314.0,pastagem,0
4,27.8,59.2,4.5,10.5,1,0.355,8.4,-11.5233,-64.6222,324.0,pastagem,0
5,36.5,36.6,18.4,1.9,11,0.738,24.7,-17.1385,-66.7055,335.0,floresta,1
10,29.8,79.1,15.7,4.5,5,0.436,14.4,-28.93,-35.7199,204.0,agricultura,0
10,36.9,59.8,8.5,17.5,1,0.191,12.2,-2.2625,-68.4623,1059.0,urbano,0
1,33.0,60.9,8.4,2.8,5,0.605,15.3,-5.1082,-52.0491,401.0,agricultura,0
5,38.8,43.8,6.9,7.1,14,0.685,22.3,-16.1134,-44.3545,264.0,floresta,1
11,39.2,58.8,24.1,0.1,3,0.522,22.5,-25.7519,-70.1993,936.0,agricultura,1
7,36.0,28.2,9.1,1.1,11,0.804,22.5,-5.2246,-51.5767,144.0,floresta,0
3,28.7,64.5,7.2,13.4,3,0.703,9.6,-20.4853,-46.7927,271.0,floresta,0
8,36.9,37.5,17.2,2.1,13,0.535,25.5,-14.4723,-72.2523,994.0,cerrado,1
2,25.8,82.1,0.7,2.4,8,0.378,9.8,-23.2899,-57.2068,784.0,pastagem,1
1,28.4,69.5,8.0,3.0,7,0.508,13.5,-16.9736,-55.0283,533.0,agricultura,0
8,30.4,30.9,18.9,2.7,7,0.491,20.4,1.642,-51.7641,1180.0,agricultura,1
7,34.6,46.7,27.9,0.6,16,0.67,28.8,-21.6493,-72.4121,1090.0,cerrado,1
10,25.4,63.7,5.9,19.8,3,0.489,6.5,-18.2675,-38.2598,108.0,cerrado,0
5,30.3,53.7,14.4,1.6,9,0.766,18.6,-13.7106,-39.5784,1207.0,floresta,0
11,29.7,53.7,5.8,4.7,2,0.17,11.7,-22.2005,-39.8694,369.0,urbano,0
6,32.4,40.3,36.9,2.4,8,0.659,26.6,3.8125,-53.2141,205.0,cerrado,1
9,25.3,36.8,11.3,0.2,12,0.741,18.4,-29.0225,-42.4763,124.0,floresta,0
2,22.2,60.7,15.6,6.9,3,0.129,10.8,-28.3342,-41.9505,803.0,urbano,0
2,23.4,49.4,1.0,33.4,3,0.718,2.4,-9.1152,-35.474,451.0,floresta,0
10,24.5,66.9,6.9,5.0,2,0.717,8.6,-9.8557,-41.3509,391.0,floresta,0
11,29.7,65.0,17.2,6.6,7,0.154,16.4,-22.1856,-69.2239,811.0,urbano,0
12,28.9,75.4,2.8,11.8,5,0.712,8.9,-30.1086,-68.2928,1398.0,floresta,0
4,32.3,59.9,11.2,6.8,3,0.781,14.1,-28.001,-53.6574,1722.0,floresta,0
1,31.0,55.1,28.7,4.4,5,0.446,20.6,-24.5559,-45.6223,450.0,cerrado,1
12,32.3,69.5,17.9,13.0,5,0.596,15.2,-17.8005,-40.5871,143.0,cerrado,0
8,35.4,28.5,14.8,0.6,14,0.503,25.5,-11.7178,-73.5263,382.0,agricultura,1
3,28.8,73.0,7.2,18.9,1,0.63,7.0,-9.4552,-56.6558,893.0,agricultura,0
10,32.4,73.0,3.5,14.6,4,0.487,9.9,-6.569,-57.0603,1138.0,pastagem,0
11,31.7,75.1,9.6,12.6,4,0.809,11.6,-31.1504,-46.2206,1378.0,floresta,0
4,29.5,64.5,16.1,8.4,3,0.711,13.7,-12.2231,-51.8294,719.0,cerrado,0
10,33.1,54.2,4.5,10.4,4,0.535,12.6,-31.3213,-41.8902,133.0,agricultura,0
10,18.6,61.3,17.8,10.4,6,0.533,10.6,-8.2427,-45.9974,752.0,cerrado,0
7,31.8,42.6,11.7,2.3,7,0.71,18.2,-20.8891,-54.777,472.0,floresta,0
8,31.8,31.3,5.2,0.9,13,0.666,20.2,-9.9056,-64.4889,239.0,cerrado,1
